dataset,ano,uf,cargo,linhas,total
votacao_candidato_municipio,2022,PI,GOVERNADOR,1792,1935323.0
votacao_candidato_municipio,2022,PI,SENADOR,1344,1874043.0
apuracao_municipio,2022,PI,DEPUTADO ESTADUAL,224,1970638.0
apuracao_municipio,2022,PI,DEPUTADO FEDERAL,224,1957483.0
apuracao_municipio,2022,PI,GOVERNADOR,224,1935323.0
apuracao_municipio,2022,PI,SENADOR,224,1874043.0
candidatos,2022,PR,*,1583,
votacao_candidato_municipio,2022,PR,DEPUTADO ESTADUAL,343140,5670533.0
votacao_candidato_municipio,2022,PR,DEPUTADO FEDERAL,239400,5828901.0
votacao_candidato_municipio,2022,PR,GOVERNADOR,3591,6082521.0
votacao_candidato_municipio,2022,PR,SENADOR,3990,5830576.0
apuracao_municipio,2022,PR,DEPUTADO ESTADUAL,399,6058064.0
apuracao_municipio,2022,PR,DEPUTADO FEDERAL,399,6038642.0
apuracao_municipio,2022,PR,GOVERNADOR,399,6082521.0
apuracao_municipio,2022,PR,SENADOR,399,5830576.0
candidatos,2022,RJ,*,2785,
votacao_candidato_municipio,2022,RJ,DEPUTADO ESTADUAL,143612,7831354.0
votacao_candidato_municipio,2022,RJ,DEPUTADO FEDERAL,94208,8245745.0
votacao_candidato_municipio,2022,RJ,GOVERNADOR,644,8400962.0
votacao_candidato_municipio,2022,RJ,SENADOR,1012,6594041.0
apuracao_municipio,2022,RJ,DEPUTADO ESTADUAL,92,8395113.0
apuracao_municipio,2022,RJ,DEPUTADO FEDERAL,92,8575988.0
apuracao_municipio,2022,RJ,GOVERNADOR,92,8400962.0
apuracao_municipio,2022,RJ,SENADOR,92,6594041.0
candidatos,2022,RN,*,557,
votacao_candidato_municipio,2022,RN,DEPUTADO ESTADUAL,50267,1669429.0
votacao_candidato_municipio,2022,RN,DEPUTADO FEDERAL,29225,1788126.0
votacao_candidato_municipio,2022,RN,GOVERNADOR,1503,1828974.0
votacao_candidato_municipio,2022,RN,SENADOR,1670,1692509.0
apuracao_municipio,2022,RN,DEPUTADO ESTADUAL,167,1865045.0
apuracao_municipio,2022,RN,DEPUTADO FEDERAL,167,1864825.0
apuracao_municipio,2022,RN,GOVERNADOR,167,1828974.0
apuracao_municipio,2022,RN,SENADOR,167,1692509.0
candidatos,2022,RO,*,629,
votacao_candidato_municipio,2022,RO,DEPUTADO ESTADUAL,20436,821337.0
votacao_candidato_municipio,2022,RO,DEPUTADO FEDERAL,7748,840190.0
votacao_candidato_municipio,2022,RO,GOVERNADOR,364,1724003.0
votacao_candidato_municipio,2022,RO,SENADOR,364,756418.0
apuracao_municipio,2022,RO,DEPUTADO ESTADUAL,52,863501.0
apuracao_municipio,2022,RO,DEPUTADO FEDERAL,52,869148.0
apuracao_municipio,2022,RO,GOVERNADOR,104,1724003.0
apuracao_municipio,2022,RO,SENADOR,52,756418.0
candidatos,2022,RR,*,620,
votacao_candidato_municipio,2022,RR,DEPUTADO ESTADUAL,5685,282365.0
votacao_candidato_municipio,2022,RR,DEPUTADO FEDERAL,2190,284652.0
votacao_candidato_municipio,2022,RR,GOVERNADOR,120,391778.0
votacao_candidato_municipio,2022,RR,SENADOR,120,255780.0
apuracao_municipio,2022,RR,DEPUTADO ESTADUAL,15,294885.0
apuracao_municipio,2022,RR,DEPUTADO FEDERAL,15,291714.0
apuracao_municipio,2022,RR,GOVERNADOR,15,391778.0
apuracao_municipio,2022,RR,SENADOR,15,255780.0
candidatos,2022,RS,*,1433,
votacao_candidato_municipio,2022,RS,DEPUTADO ESTADUAL,388654,5781585.0
votacao_candidato_municipio,2022,RS,DEPUTADO FEDERAL,254464,5826614.0
votacao_candidato_municipio,2022,RS,GOVERNADOR,5964,12806541.0
votacao_candidato_municipio,2022,RS,SENADOR,3976,5879460.0
apuracao_municipio,2022,RS,DEPUTADO ESTADUAL,497,6155799.0
apuracao_municipio,2022,RS,DEPUTADO FEDERAL,497,6149822.0
apuracao_municipio,2022,RS,GOVERNADOR,994,12806541.0
apuracao_municipio,2022,RS,SENADOR,497,5879460.0
candidatos,2022,SC,*,992,
votacao_candidato_municipio,2022,SC,DEPUTADO ESTADUAL,171690,3783974.0
votacao_candidato_municipio,2022,SC,DEPUTADO FEDERAL,86140,3812045.0
votacao_candidato_municipio,2022,SC,GOVERNADOR,3540,8301988.0
votacao_candidato_municipio,2022,SC,SENADOR,2655,3730254.0
apuracao_municipio,2022,SC,DEPUTADO ESTADUAL,295,4004036.0
apuracao_municipio,2022,SC,DEPUTADO FEDERAL,295,3969848.0
apuracao_municipio,2022,SC,GOVERNADOR,590,8301988.0
apuracao_municipio,2022,SC,SENADOR,295,3730254.0
candidatos,2022,SE,*,541,
votacao_candidato_municipio,2022,SE,DEPUTADO ESTADUAL,23025,1144046.0
votacao_candidato_municipio,2022,SE,DEPUTADO FEDERAL,11100,1141097.0
votacao_candidato_municipio,2022,SE,GOVERNADOR,675,1964729.0
votacao_candidato_municipio,2022,SE,SENADOR,525,1086263.0
apuracao_municipio,2022,SE,DEPUTADO ESTADUAL,75,1216425.0
apuracao_municipio,2022,SE,DEPUTADO FEDERAL,75,1191617.0
apuracao_municipio,2022,SE,GOVERNADOR,150,1964729.0
apuracao_municipio,2022,SE,SENADOR,75,1086263.0
candidatos,2022,SP,*,3655,
votacao_candidato_municipio,2022,SP,DEPUTADO ESTADUAL,1240980,20626401.0
votacao_candidato_municipio,2022,SP,DEPUTADO FEDERAL,921705,22341311.0
votacao_candidato_municipio,2022,SP,GOVERNADOR,7740,47742563.0
votacao_candidato_municipio,2022,SP,SENADOR,7095,21556203.0
apuracao_municipio,2022,SP,DEPUTADO ESTADUAL,645,22448839.0
apuracao_municipio,2022,SP,DEPUTADO FEDERAL,645,23302342.0
apuracao_municipio,2022,SP,GOVERNADOR,1290,47742563.0
apuracao_municipio,2022,SP,SENADOR,645,21556203.0
candidatos,2022,TO,*,531,
votacao_candidato_municipio,2022,TO,DEPUTADO ESTADUAL,38503,795662.0
votacao_candidato_municipio,2022,TO,DEPUTADO FEDERAL,20155,797593.0
votacao_candidato_municipio,2022,TO,GOVERNADOR,1112,827817.0
votacao_candidato_municipio,2022,TO,SENADOR,1390,783612.0
apuracao_municipio,2022,TO,DEPUTADO ESTADUAL,139,834311.0
apuracao_municipio,2022,TO,DEPUTADO FEDERAL,139,830140.0
apuracao_municipio,2022,TO,GOVERNADOR,139,827817.0
apuracao_municipio,2022,TO,SENADOR,139,783612.0
candidatos,2024,BR,*,463651,
candidatos,2024,AC,*,2311,
votacao_candidato_municipio,2024,AC,PREFEITO,61,465199.0
votacao_candidato_municipio,2024,AC,VEREADOR,2042,454688.0
apuracao_municipio,2024,AC,PREFEITO,22,465199.0
apuracao_municipio,2024,AC,VEREADOR,22,469766.0
candidatos,2024,AL,*,5834,
votacao_candidato_municipio,2024,AL,PREFEITO,253,1838138.0
votacao_candidato_municipio,2024,AL,VEREADOR,5136,1794465.0
apuracao_municipio,2024,AL,PREFEITO,102,1838138.0
apuracao_municipio,2024,AL,VEREADOR,102,1850886.0
candidatos,2024,AM,*,8110,
votacao_candidato_municipio,2024,AM,PREFEITO,200,3172966.0
votacao_candidato_municipio,2024,AM,VEREADOR,7273,2025760.0
apuracao_municipio,2024,AM,PREFEITO,63,3172966.0
apuracao_municipio,2024,AM,VEREADOR,62,2080863.0
candidatos,2024,AP,*,1605,
votacao_candidato_municipio,2024,AP,PREFEITO,55,452668.0
votacao_candidato_municipio,2024,AP,VEREADOR,1424,432757.0
apuracao_municipio,2024,AP,PREFEITO,16,452668.0
apuracao_municipio,2024,AP,VEREADOR,16,441916.0
candidatos,2024,BA,*,35205,
votacao_candidato_municipio,2024,BA,PREFEITO,1099,8891526.0
votacao_candidato_municipio,2024,BA,VEREADOR,31276,8394601.0
apuracao_municipio,2024,BA,PREFEITO,418,8891526.0
apuracao_municipio,2024,BA,VEREADOR,417,8735265.0
candidatos,2024,CE,*,13234,
votacao_candidato_municipio,2024,CE,PREFEITO,479,7232444.0
votacao_candidato_municipio,2024,CE,VEREADOR,11617,5374350.0
apuracao_municipio,2024,CE,PREFEITO,186,7232444.0
apuracao_municipio,2024,CE,VEREADOR,184,5561679.0
candidatos,2024,ES,*,9857,
votacao_candidato_municipio,2024,ES,PREFEITO,273,2390328.0
votacao_candidato_municipio,2024,ES,VEREADOR,8943,2084221.0
apuracao_municipio,2024,ES,PREFEITO,79,2390328.0
apuracao_municipio,2024,ES,VEREADOR,78,2149554.0
candidatos,2024,GO,*,19972,
votacao_candidato_municipio,2024,GO,PREFEITO,625,4711858.0
votacao_candidato_municipio,2024,GO,VEREADOR,16733,3316332.0
apuracao_municipio,2024,GO,PREFEITO,249,4733129.0
apuracao_municipio,2024,GO,VEREADOR,246,3702361.0
candidatos,2024,MA,*,16835,
votacao_candidato_municipio,2024,MA,PREFEITO,606,4246485.0
votacao_candidato_municipio,2024,MA,VEREADOR,14349,3916703.0
apuracao_municipio,2024,MA,PREFEITO,218,4273857.0
apuracao_municipio,2024,MA,VEREADOR,217,4159615.0
candidatos,2024,MG,*,73469,
votacao_candidato_municipio,2024,MG,PREFEITO,2300,12972953.0
votacao_candidato_municipio,2024,MG,VEREADOR,66626,11208856.0
apuracao_municipio,2024,MG,PREFEITO,855,12972953.0
apuracao_municipio,2024,MG,VEREADOR,853,11672475.0
candidatos,2024,MS,*,7379,
votacao_candidato_municipio,2024,MS,PREFEITO,233,1903068.0
votacao_candidato_municipio,2024,MS,VEREADOR,6606,1408396.0
apuracao_municipio,2024,MS,PREFEITO,80,1903068.0
apuracao_municipio,2024,MS,VEREADOR,79,1459000.0
candidatos,2024,MT,*,11100,
votacao_candidato_municipio,2024,MT,PREFEITO,360,2169944.0
votacao_candidato_municipio,2024,MT,VEREADOR,9965,1795578.0
apuracao_municipio,2024,MT,PREFEITO,143,2169944.0
apuracao_municipio,2024,MT,VEREADOR,142,1857058.0
candidatos,2024,PA,*,18129,
votacao_candidato_municipio,2024,PA,PREFEITO,456,5820584.0
votacao_candidato_municipio,2024,PA,VEREADOR,15782,4469182.0
apuracao_municipio,2024,PA,PREFEITO,146,5820584.0
apuracao_municipio,2024,PA,VEREADOR,144,4936432.0
candidatos,2024,PB,*,10239,
votacao_candidato_municipio,2024,PB,PREFEITO,514,3166530.0
votacao_candidato_municipio,2024,PB,VEREADOR,8772,2502487.0
apuracao_municipio,2024,PB,PREFEITO,225,3166530.0
apuracao_municipio,2024,PB,VEREADOR,223,2574137.0
candidatos,2024,PE,*,16065,
votacao_candidato_municipio,2024,PE,PREFEITO,507,5838010.0
votacao_candidato_municipio,2024,PE,VEREADOR,14253,5282740.0
apuracao_municipio,2024,PE,PREFEITO,186,5838010.0
apuracao_municipio,2024,PE,VEREADOR,184,5457713.0
candidatos,2024,PI,*,8978,
votacao_candidato_municipio,2024,PI,PREFEITO,486,2191603.0
votacao_candidato_municipio,2024,PI,VEREADOR,7760,2139577.0
apuracao_municipio,2024,PI,PREFEITO,224,2191603.0
apuracao_municipio,2024,PI,VEREADOR,224,2214762.0
candidatos,2024,PR,*,34025,
votacao_candidato_municipio,2024,PR,PREFEITO,1124,7500669.0
votacao_candidato_municipio,2024,PR,VEREADOR,30612,5765804.0
apuracao_municipio,2024,PR,PREFEITO,402,7500669.0
apuracao_municipio,2024,PR,VEREADOR,399,5988645.0
candidatos,2024,RJ,*,17604,
votacao_candidato_municipio,2024,RJ,PREFEITO,364,8881809.0
votacao_candidato_municipio,2024,RJ,VEREADOR,16191,8314623.0
apuracao_municipio,2024,RJ,PREFEITO,94,8881809.0
apuracao_municipio,2024,RJ,VEREADOR,92,8694149.0
candidatos,2024,RN,*,7694,
votacao_candidato_municipio,2024,RN,PREFEITO,381,2472538.0
votacao_candidato_municipio,2024,RN,VEREADOR,6684,2037927.0
apuracao_municipio,2024,RN,PREFEITO,168,2472538.0
apuracao_municipio,2024,RN,VEREADOR,167,2095230.0
candidatos,2024,RO,*,4874,
votacao_candidato_municipio,2024,RO,PREFEITO,163,1125642.0
votacao_candidato_municipio,2024,RO,VEREADOR,4328,867227.0
apuracao_municipio,2024,RO,PREFEITO,53,1125642.0
apuracao_municipio,2024,RO,VEREADOR,52,892628.0
candidatos,2024,RR,*,1345,
votacao_candidato_municipio,2024,RR,PREFEITO,42,308012.0
votacao_candidato_municipio,2024,RR,VEREADOR,1207,303038.0
apuracao_municipio,2024,RR,PREFEITO,15,308012.0
apuracao_municipio,2024,RR,VEREADOR,15,309746.0
candidatos,2024,RS,*,29038,
votacao_candidato_municipio,2024,RS,PREFEITO,1208,7551035.0
votacao_candidato_municipio,2024,RS,VEREADOR,25913,5930382.0
apuracao_municipio,2024,RS,PREFEITO,502,7551035.0
apuracao_municipio,2024,RS,VEREADOR,497,6170484.0
candidatos,2024,SC,*,19619,
votacao_candidato_municipio,2024,SC,PREFEITO,828,4150688.0
votacao_candidato_municipio,2024,SC,VEREADOR,17373,4009120.0
apuracao_municipio,2024,SC,PREFEITO,295,4150688.0
apuracao_municipio,2024,SC,VEREADOR,295,4142783.0
candidatos,2024,SE,*,5582,
votacao_candidato_municipio,2024,SE,PREFEITO,187,1213247.0
votacao_candidato_municipio,2024,SE,VEREADOR,4863,1312878.0
apuracao_municipio,2024,SE,PREFEITO,76,1611624.0
apuracao_municipio,2024,SE,VEREADOR,75,1367105.0
candidatos,2024,SP,*,78350,
votacao_candidato_municipio,2024,SP,PREFEITO,2094,32389347.0
votacao_candidato_municipio,2024,SP,VEREADOR,71546,21232534.0
apuracao_municipio,2024,SP,PREFEITO,663,32389347.0
apuracao_municipio,2024,SP,VEREADOR,645,22679807.0
candidatos,2024,TO,*,7198,
votacao_candidato_municipio,2024,TO,PREFEITO,318,1088241.0
votacao_candidato_municipio,2024,TO,VEREADOR,6286,919908.0
apuracao_municipio,2024,TO,PREFEITO,140,1088241.0
apuracao_municipio,2024,TO,VEREADOR,139,946656.0
